Year,Year_ending,Local_Government_Area,Location_Division,Location_Subdivision,Location_Group,Incidents_Recorded
2015,December,Greater Bendigo,2 Community,26 Justice,265 Other Justice Facility,2
2015,December,Greater Bendigo,2 Community,26 Justice,269 Other Justice (nec),4
2015,December,Greater Bendigo,2 Community,27 Open Space,271 Parkland/Reserve,65
2015,December,Greater Bendigo,2 Community,27 Open Space,272 Rural,18
2015,December,Greater Bendigo,2 Community,27 Open Space,273 Vacant Block,8
2015,December,Greater Bendigo,2 Community,27 Open Space,275 Other Open Space,16
2015,December,Greater Bendigo,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"1,016"
2015,December,Greater Bendigo,2 Community,29 Other community location,291 Cemetery,1
2015,December,Greater Bendigo,2 Community,29 Other community location,292 Civic Centre,4
2015,December,Greater Bendigo,2 Community,29 Other community location,294 Car Wash,6
2015,December,Greater Bendigo,3 Other,31 Admin/professional,311 Business Office,49
2015,December,Greater Bendigo,3 Other,31 Admin/professional,312 Other Admin/Professional,20
2015,December,Greater Bendigo,3 Other,32 Financial,321 Bank,6
2015,December,Greater Bendigo,3 Other,32 Financial,323 ATM/Eftpos,2
2015,December,Greater Bendigo,3 Other,32 Financial,324 Other Financial,1
2015,December,Greater Bendigo,3 Other,33 Retail,331 Chemist/Pharmacy,37
2015,December,Greater Bendigo,3 Other,33 Retail,3310 24Hr Convenience,8
2015,December,Greater Bendigo,3 Other,33 Retail,3311 Restaurant/Fastfood,46
2015,December,Greater Bendigo,3 Other,33 Retail,3312 Other Retail,303
2015,December,Greater Bendigo,3 Other,33 Retail,332 Service Station,157
2015,December,Greater Bendigo,3 Other,33 Retail,333 Jeweller,2
2015,December,Greater Bendigo,3 Other,33 Retail,334 2nd Hand Dealer,11
2015,December,Greater Bendigo,3 Other,33 Retail,335 Supermarket,129
2015,December,Greater Bendigo,3 Other,33 Retail,336 Department Store,52
2015,December,Greater Bendigo,3 Other,33 Retail,337 Shopping Complex,65
2015,December,Greater Bendigo,3 Other,33 Retail,338 Car Sales Yard,22
2015,December,Greater Bendigo,3 Other,33 Retail,339 Milkbar,7
2015,December,Greater Bendigo,3 Other,34 Wholesale,341 Any Wholesale,5
2015,December,Greater Bendigo,3 Other,35 Warehousing/storage,351 Warehousing/Storage,21
2015,December,Greater Bendigo,3 Other,36 Manufacturing,361 Factory,29
2015,December,Greater Bendigo,3 Other,36 Manufacturing,362 Any Manufacturing,13
2015,December,Greater Bendigo,3 Other,37 Agricultural,371 Farmland/Agricultural,29
2015,December,Greater Bendigo,3 Other,37 Agricultural,373 Other Agricultural,11
2015,December,Greater Bendigo,3 Other,38 Recreational,381 Licensed Premises,126
2015,December,Greater Bendigo,3 Other,38 Recreational,383 Cinema,3
2015,December,Greater Bendigo,3 Other,38 Recreational,384 Sport Area/Facility,48
2015,December,Greater Bendigo,3 Other,38 Recreational,385 Gaming Venue,22
2015,December,Greater Bendigo,3 Other,38 Recreational,386 Other Rec./Sports,32
2015,December,Greater Bendigo,3 Other,39 Other location,391 Massage Parlour/Brothel,1
2015,December,Greater Bendigo,3 Other,39 Other location,392 Other Location (Not Elsewhere),129
2015,December,Greater Bendigo,3 Other,39 Other location,393 Construction Site,22
2015,December,Greater Bendigo,3 Other,39 Other location,394 Veterinary Clinic,1
2015,December,Greater Dandenong,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,587
2015,December,Greater Dandenong,1 Residential,11 Dwelling - private,112 House,"2,158"
2015,December,Greater Dandenong,1 Residential,11 Dwelling - private,113 Bungalow,8
2015,December,Greater Dandenong,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,18
2015,December,Greater Dandenong,1 Residential,11 Dwelling - private,115 Houseboat,1
2015,December,Greater Dandenong,1 Residential,11 Dwelling - private,116 Ministry Of Housing,17
2015,December,Greater Dandenong,1 Residential,11 Dwelling - private,117 Farm House,1
2015,December,Greater Dandenong,1 Residential,12 Dwelling  - non-private,121 Boarding House,84
2015,December,Greater Dandenong,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2015,December,Greater Dandenong,1 Residential,12 Dwelling  - non-private,123 Guest House,1
2015,December,Greater Dandenong,1 Residential,12 Dwelling  - non-private,124 Nursing Home,8
2015,December,Greater Dandenong,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,39
2015,December,Greater Dandenong,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,20
2015,December,Greater Dandenong,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,1
2015,December,Greater Dandenong,1 Residential,13 Grounds/surrounding land,132 Backyard,51
2015,December,Greater Dandenong,1 Residential,13 Grounds/surrounding land,133 Frontyard,403
2015,December,Greater Dandenong,1 Residential,13 Grounds/surrounding land,134 Garage,76
2015,December,Greater Dandenong,1 Residential,13 Grounds/surrounding land,135 Shed,12
2015,December,Greater Dandenong,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,49
2015,December,Greater Dandenong,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),54
2015,December,Greater Dandenong,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,184
2015,December,Greater Dandenong,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,40
2015,December,Greater Dandenong,2 Community,21 Education,211 School,92
2015,December,Greater Dandenong,2 Community,21 Education,212 School Grounds,22
2015,December,Greater Dandenong,2 Community,21 Education,213 Other Educational,24
2015,December,Greater Dandenong,2 Community,22 Health,221 Hospital,60
2015,December,Greater Dandenong,2 Community,22 Health,222 Medical Centre,33
2015,December,Greater Dandenong,2 Community,22 Health,223 Dental,6
2015,December,Greater Dandenong,2 Community,22 Health,224 Other Health,16
2015,December,Greater Dandenong,2 Community,23 Religious,231 Church,29
2015,December,Greater Dandenong,2 Community,23 Religious,232 Other religious,11
2015,December,Greater Dandenong,2 Community,24 Public Transport,241 Train,30
2015,December,Greater Dandenong,2 Community,24 Public Transport,242 Train Station,452
2015,December,Greater Dandenong,2 Community,24 Public Transport,243 Railway Carpark,45
2015,December,Greater Dandenong,2 Community,24 Public Transport,245 Bus/Bus Stop,36
2015,December,Greater Dandenong,2 Community,24 Public Transport,246 Depot/Terminal,13
2015,December,Greater Dandenong,2 Community,24 Public Transport,247 Freight Yard,3
2015,December,Greater Dandenong,2 Community,24 Public Transport,249 Taxi,10
2015,December,Greater Dandenong,2 Community,25 Other Transport,251 Private Car,40
2015,December,Greater Dandenong,2 Community,25 Other Transport,255 Carpark (Single Level),346
2015,December,Greater Dandenong,2 Community,25 Other Transport,256 Carpark (Multi Level),67
2015,December,Greater Dandenong,2 Community,25 Other Transport,257 Other Transport Type/Area,7
2015,December,Greater Dandenong,2 Community,26 Justice,261 Police Station,126
2015,December,Greater Dandenong,2 Community,26 Justice,262 Court,"1,034"
2015,December,Greater Dandenong,2 Community,26 Justice,265 Other Justice Facility,8
2015,December,Greater Dandenong,2 Community,26 Justice,269 Other Justice (nec),3
2015,December,Greater Dandenong,2 Community,27 Open Space,271 Parkland/Reserve,123
2015,December,Greater Dandenong,2 Community,27 Open Space,272 Rural,1
2015,December,Greater Dandenong,2 Community,27 Open Space,273 Vacant Block,7
2015,December,Greater Dandenong,2 Community,27 Open Space,275 Other Open Space,26
2015,December,Greater Dandenong,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"2,022"
2015,December,Greater Dandenong,2 Community,29 Other community location,291 Cemetery,15
2015,December,Greater Dandenong,2 Community,29 Other community location,292 Civic Centre,15
2015,December,Greater Dandenong,2 Community,29 Other community location,294 Car Wash,3
2015,December,Greater Dandenong,3 Other,31 Admin/professional,311 Business Office,143
2015,December,Greater Dandenong,3 Other,31 Admin/professional,312 Other Admin/Professional,22
2015,December,Greater Dandenong,3 Other,32 Financial,321 Bank,33
2015,December,Greater Dandenong,3 Other,32 Financial,323 ATM/Eftpos,9
2015,December,Greater Dandenong,3 Other,32 Financial,324 Other Financial,2
2015,December,Greater Dandenong,3 Other,33 Retail,331 Chemist/Pharmacy,35
2015,December,Greater Dandenong,3 Other,33 Retail,3310 24Hr Convenience,39
2015,December,Greater Dandenong,3 Other,33 Retail,3311 Restaurant/Fastfood,191
2015,December,Greater Dandenong,3 Other,33 Retail,3312 Other Retail,641
2015,December,Greater Dandenong,3 Other,33 Retail,332 Service Station,280
2015,December,Greater Dandenong,3 Other,33 Retail,333 Jeweller,8
2015,December,Greater Dandenong,3 Other,33 Retail,334 2nd Hand Dealer,20
2015,December,Greater Dandenong,3 Other,33 Retail,335 Supermarket,214
2015,December,Greater Dandenong,3 Other,33 Retail,336 Department Store,113
2015,December,Greater Dandenong,3 Other,33 Retail,337 Shopping Complex,285
2015,December,Greater Dandenong,3 Other,33 Retail,338 Car Sales Yard,40
2015,December,Greater Dandenong,3 Other,33 Retail,339 Milkbar,38
2015,December,Greater Dandenong,3 Other,34 Wholesale,341 Any Wholesale,14
2015,December,Greater Dandenong,3 Other,35 Warehousing/storage,351 Warehousing/Storage,82
2015,December,Greater Dandenong,3 Other,36 Manufacturing,361 Factory,339
2015,December,Greater Dandenong,3 Other,36 Manufacturing,362 Any Manufacturing,38
2015,December,Greater Dandenong,3 Other,37 Agricultural,371 Farmland/Agricultural,5
2015,December,Greater Dandenong,3 Other,37 Agricultural,373 Other Agricultural,2
2015,December,Greater Dandenong,3 Other,38 Recreational,381 Licensed Premises,92
2015,December,Greater Dandenong,3 Other,38 Recreational,382 Tab,4
2015,December,Greater Dandenong,3 Other,38 Recreational,383 Cinema,3
2015,December,Greater Dandenong,3 Other,38 Recreational,384 Sport Area/Facility,49
2015,December,Greater Dandenong,3 Other,38 Recreational,385 Gaming Venue,31
2015,December,Greater Dandenong,3 Other,38 Recreational,386 Other Rec./Sports,30
2015,December,Greater Dandenong,3 Other,39 Other location,391 Massage Parlour/Brothel,11
2015,December,Greater Dandenong,3 Other,39 Other location,392 Other Location (Not Elsewhere),222
2015,December,Greater Dandenong,3 Other,39 Other location,393 Construction Site,78
2015,December,Greater Dandenong,3 Other,39 Other location,394 Veterinary Clinic,1
2015,December,Greater Geelong,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,397
2015,December,Greater Geelong,1 Residential,11 Dwelling - private,112 House,"3,266"
2015,December,Greater Geelong,1 Residential,11 Dwelling - private,113 Bungalow,15
2015,December,Greater Geelong,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,49
2015,December,Greater Geelong,1 Residential,11 Dwelling - private,115 Houseboat,1
2015,December,Greater Geelong,1 Residential,11 Dwelling - private,116 Ministry Of Housing,72
2015,December,Greater Geelong,1 Residential,11 Dwelling - private,117 Farm House,2
2015,December,Greater Geelong,1 Residential,12 Dwelling  - non-private,121 Boarding House,21
2015,December,Greater Geelong,1 Residential,12 Dwelling  - non-private,122 Holiday Home,37
2015,December,Greater Geelong,1 Residential,12 Dwelling  - non-private,123 Guest House,7
2015,December,Greater Geelong,1 Residential,12 Dwelling  - non-private,124 Nursing Home,12
2015,December,Greater Geelong,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,64
2015,December,Greater Geelong,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,24
2015,December,Greater Geelong,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,4
2015,December,Greater Geelong,1 Residential,13 Grounds/surrounding land,1310 Farm Building,6
2015,December,Greater Geelong,1 Residential,13 Grounds/surrounding land,132 Backyard,162
2015,December,Greater Geelong,1 Residential,13 Grounds/surrounding land,133 Frontyard,"1,049"
2015,December,Greater Geelong,1 Residential,13 Grounds/surrounding land,134 Garage,283
2015,December,Greater Geelong,1 Residential,13 Grounds/surrounding land,135 Shed,130
2015,December,Greater Geelong,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,108
2015,December,Greater Geelong,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),81
2015,December,Greater Geelong,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,327
2015,December,Greater Geelong,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,7
2015,December,Greater Geelong,2 Community,21 Education,211 School,141
2015,December,Greater Geelong,2 Community,21 Education,212 School Grounds,58
2015,December,Greater Geelong,2 Community,21 Education,213 Other Educational,49
2015,December,Greater Geelong,2 Community,22 Health,221 Hospital,37
2015,December,Greater Geelong,2 Community,22 Health,222 Medical Centre,33
2015,December,Greater Geelong,2 Community,22 Health,223 Dental,9
2015,December,Greater Geelong,2 Community,22 Health,224 Other Health,34
2015,December,Greater Geelong,2 Community,23 Religious,231 Church,23
2015,December,Greater Geelong,2 Community,23 Religious,232 Other religious,1
2015,December,Greater Geelong,2 Community,24 Public Transport,241 Train,7
2015,December,Greater Geelong,2 Community,24 Public Transport,242 Train Station,93
2015,December,Greater Geelong,2 Community,24 Public Transport,243 Railway Carpark,45
2015,December,Greater Geelong,2 Community,24 Public Transport,245 Bus/Bus Stop,32
2015,December,Greater Geelong,2 Community,24 Public Transport,246 Depot/Terminal,3
2015,December,Greater Geelong,2 Community,24 Public Transport,247 Freight Yard,1
2015,December,Greater Geelong,2 Community,24 Public Transport,249 Taxi,10
2015,December,Greater Geelong,2 Community,25 Other Transport,251 Private Car,56
2015,December,Greater Geelong,2 Community,25 Other Transport,252 Airfield,4
2015,December,Greater Geelong,2 Community,25 Other Transport,253 Boat,4
2015,December,Greater Geelong,2 Community,25 Other Transport,254 Dock/Wharf,6
2015,December,Greater Geelong,2 Community,25 Other Transport,255 Carpark (Single Level),276
2015,December,Greater Geelong,2 Community,25 Other Transport,256 Carpark (Multi Level),15
2015,December,Greater Geelong,2 Community,25 Other Transport,257 Other Transport Type/Area,18
2015,December,Greater Geelong,2 Community,26 Justice,261 Police Station,67
2015,December,Greater Geelong,2 Community,26 Justice,262 Court,248
2015,December,Greater Geelong,2 Community,26 Justice,265 Other Justice Facility,1
2015,December,Greater Geelong,2 Community,26 Justice,269 Other Justice (nec),2
2015,December,Greater Geelong,2 Community,27 Open Space,271 Parkland/Reserve,92
2015,December,Greater Geelong,2 Community,27 Open Space,272 Rural,8
2015,December,Greater Geelong,2 Community,27 Open Space,273 Vacant Block,9
2015,December,Greater Geelong,2 Community,27 Open Space,274 Beach Foreshore,36
2015,December,Greater Geelong,2 Community,27 Open Space,275 Other Open Space,41
2015,December,Greater Geelong,2 Community,27 Open Space,276 Beach Car Park,16
2015,December,Greater Geelong,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"2,272"
2015,December,Greater Geelong,2 Community,29 Other community location,292 Civic Centre,21
2015,December,Greater Geelong,2 Community,29 Other community location,293 Gallery,2
2015,December,Greater Geelong,2 Community,29 Other community location,294 Car Wash,10
2015,December,Greater Geelong,3 Other,31 Admin/professional,311 Business Office,135
2015,December,Greater Geelong,3 Other,31 Admin/professional,312 Other Admin/Professional,42
2015,December,Greater Geelong,3 Other,32 Financial,321 Bank,27
2015,December,Greater Geelong,3 Other,32 Financial,323 ATM/Eftpos,7
2015,December,Greater Geelong,3 Other,32 Financial,324 Other Financial,1
2015,December,Greater Geelong,3 Other,33 Retail,331 Chemist/Pharmacy,69
2015,December,Greater Geelong,3 Other,33 Retail,3310 24Hr Convenience,46
2015,December,Greater Geelong,3 Other,33 Retail,3311 Restaurant/Fastfood,270
2015,December,Greater Geelong,3 Other,33 Retail,3312 Other Retail,854
